,prdtypecode
88460.0,2280
88461.0,2583
88462.0,2060
88463.0,1920
88464.0,2583
88465.0,2060
88466.0,2403
88467.0,2583
88468.0,1280
88469.0,1140
88470.0,2583
88471.0,1281
88472.0,2060
88473.0,2220
88474.0,1560
88475.0,2280
88476.0,10
88477.0,2280
88478.0,1560
88479.0,1920
88480.0,1301
88481.0,2582
88482.0,2403
88483.0,1300
88484.0,2583
88485.0,2583
88486.0,2522
88487.0,2060
88488.0,1560
88489.0,1301
88490.0,2280
88491.0,10
88492.0,2522
88493.0,2582
88494.0,2522
88495.0,2583
88496.0,1560
88497.0,1160
88498.0,1920
88499.0,2583
88500.0,2522
88501.0,2583
88502.0,2583
88503.0,2220
88504.0,2582
88505.0,1320
88506.0,1300
88507.0,1160
88508.0,2280
88509.0,1300
88510.0,10
88511.0,2060
88512.0,2905
88513.0,1560
88514.0,1280
88515.0,1280
88516.0,10
88517.0,2583
88518.0,1280
88519.0,2583
88520.0,1320
88521.0,2583
88522.0,2583
88523.0,2522
88524.0,1280
88525.0,10
88526.0,2705
88527.0,1280
88528.0,2060
88529.0,2060
88530.0,10
88531.0,10
88532.0,1280
88533.0,1140
88534.0,2403
88535.0,1940
88536.0,1320
88537.0,1560
88538.0,1300
88539.0,1560
88540.0,1920
88541.0,2582
88542.0,10
88543.0,1281
88544.0,2060
88545.0,2060
88546.0,2705
88547.0,1560
88548.0,1920
88549.0,2403
88550.0,1160
88551.0,2705
88552.0,2583
88553.0,2522
88554.0,1160
88555.0,2583
88556.0,1160
88557.0,2583
88558.0,1920
88559.0,1302
88560.0,50
88561.0,1140
88562.0,1300
88563.0,2280
88564.0,2583
88565.0,1280
88566.0,2403
88567.0,1140
88568.0,2522
88569.0,2522
88570.0,1160
88571.0,2583
88572.0,1920
88573.0,1320
88574.0,1301
88575.0,2522
88576.0,1280
88577.0,50
88578.0,2280
88579.0,2585
88580.0,1302
88581.0,50
88582.0,1302
88583.0,2583
88584.0,2403
88585.0,2705
88586.0,1920
88587.0,2280
88588.0,1560
88589.0,2583
88590.0,2403
88591.0,1160
88592.0,2583
88593.0,10
88594.0,1920
88595.0,2280
88596.0,1280
88597.0,10
88598.0,1140
88599.0,1560
88600.0,1920
88601.0,2220
88602.0,1920
88603.0,2280
88604.0,1300
88605.0,2522
88606.0,10
88607.0,2280
88608.0,1180
88609.0,1280
88610.0,2403
88611.0,1560
88612.0,2522
88613.0,2280
88614.0,2220
88615.0,2583
88616.0,2583
88617.0,1940
88618.0,1302
88619.0,1920
88620.0,2585
88621.0,2280
88622.0,2583
88623.0,1920
88624.0,2280
88625.0,1320
88626.0,1560
88627.0,2280
88628.0,1560
88629.0,2060
88630.0,1280
88631.0,50
88632.0,2403
88633.0,1302
88634.0,10
88635.0,2583
88636.0,2522
88637.0,2403
88638.0,1140
88639.0,2462
88640.0,10
88641.0,2585
88642.0,1920
88643.0,1560
88644.0,2060
88645.0,2583
88646.0,1160
88647.0,1560
88648.0,1160
88649.0,1281
88650.0,1920
88651.0,1280
88652.0,2060
88653.0,2583
88654.0,1320
88655.0,1180
88656.0,10
88657.0,2705
88658.0,1320
88659.0,2582
88660.0,2582
88661.0,2583
88662.0,2220
88663.0,1280
88664.0,2522
88665.0,1281
88666.0,2280
88667.0,2705
88668.0,2583
88669.0,1560
88670.0,2583
88671.0,2705
88672.0,10
88673.0,2462
88674.0,2585
88675.0,2583
88676.0,50
88677.0,2583
88678.0,1302
88679.0,1302
88680.0,2583
88681.0,1300
88682.0,2522
88683.0,2582
88684.0,2585
88685.0,10
88686.0,2403
88687.0,2280
88688.0,1281
88689.0,40
88690.0,2585
88691.0,2583
88692.0,1560
88693.0,1280
88694.0,1160
88695.0,2280
88696.0,2280
88697.0,1280
88698.0,2583
88699.0,2220
88700.0,2585
88701.0,1920
88702.0,1281
88703.0,1281
88704.0,1320
88705.0,2462
88706.0,1180
88707.0,1940
88708.0,2583
88709.0,2280
88710.0,1160
88711.0,2583
88712.0,2583
88713.0,2583
88714.0,10
88715.0,2583
88716.0,1560
88717.0,1160
88718.0,2705
88719.0,2905
88720.0,10
88721.0,2403
88722.0,1300
88723.0,1320
88724.0,2280
88725.0,1280
88726.0,1302
88727.0,1280
88728.0,2583
88729.0,1281
88730.0,2060
88731.0,2280
88732.0,1180
88733.0,1302
88734.0,2522
88735.0,1280
88736.0,50
88737.0,1920
88738.0,1920
88739.0,2522
88740.0,1280
88741.0,2583
88742.0,2280
88743.0,1920
88744.0,1160
88745.0,1940
88746.0,2280
88747.0,1560
88748.0,1300
88749.0,50
88750.0,1140
88751.0,2583
88752.0,2403
88753.0,2583
88754.0,2583
88755.0,1560
88756.0,2583
88757.0,2220
88758.0,10
88759.0,2280
88760.0,1560
88761.0,1280
88762.0,2403
88763.0,1560
88764.0,2403
88765.0,1300
88766.0,1280
88767.0,2522
88768.0,10
88769.0,1160
88770.0,1302
88771.0,2583
88772.0,1302
88773.0,2583
88774.0,2582
88775.0,1160
88776.0,1280
88777.0,1560
88778.0,1160
88779.0,2280
88780.0,2522
88781.0,2522
88782.0,2462
88783.0,2522
88784.0,2583
88785.0,1560
88786.0,1281
88787.0,2582
88788.0,1300
88789.0,1560
88790.0,1300
88791.0,2522
88792.0,40
88793.0,2462
88794.0,1300
88795.0,60
88796.0,2583
88797.0,10
88798.0,2060
88799.0,2060
88800.0,2585
88801.0,2583
88802.0,1281
88803.0,1280
88804.0,1320
88805.0,1160
88806.0,1140
88807.0,10
88808.0,1560
88809.0,50
88810.0,2220
88811.0,2705
88812.0,2582
88813.0,1300
88814.0,1160
88815.0,1320
88816.0,1160
88817.0,1160
88818.0,2585
88819.0,1160
88820.0,1920
88821.0,2280
88822.0,2583
88823.0,2280
88824.0,1560
88825.0,2583
88826.0,2522
88827.0,2280
88828.0,1160
88829.0,2522
88830.0,1281
88831.0,1302
88832.0,1280
88833.0,1281
88834.0,2060
88835.0,2582
88836.0,40
88837.0,1300
88838.0,2583
88839.0,1560
88840.0,2582
88841.0,10
88842.0,1302
88843.0,2583
88844.0,2280
88845.0,2583
88846.0,1160
88847.0,1560
88848.0,2060
88849.0,1280
88850.0,1140
88851.0,2583
88852.0,1160
88853.0,10
88854.0,2522
88855.0,2280
88856.0,1920
88857.0,10
88858.0,1281
88859.0,2705
88860.0,1302
88861.0,2705
88862.0,2585
88863.0,2403
88864.0,10
88865.0,2583
88866.0,1140
88867.0,2522
88868.0,2280
88869.0,2583
88870.0,1320
88871.0,1140
88872.0,1302
88873.0,2583
88874.0,2583
88875.0,2582
88876.0,2403
88877.0,1280
88878.0,1300
88879.0,2583
88880.0,10
88881.0,1301
88882.0,1281
88883.0,1320
88884.0,2583
88885.0,2060
88886.0,2585
88887.0,1300
88888.0,2060
88889.0,2705
88890.0,1940
88891.0,1920
88892.0,2280
88893.0,2280
88894.0,1280
88895.0,2522
88896.0,1302
88897.0,2905
88898.0,1920
88899.0,2585
88900.0,2705
88901.0,50
88902.0,2060
88903.0,10
88904.0,10
88905.0,2585
88906.0,1140
88907.0,2583
88908.0,40
88909.0,1320
88910.0,2280
88911.0,2705
88912.0,2582
88913.0,2060
88914.0,1920
88915.0,2705
88916.0,2585
88917.0,2583
88918.0,2905
88919.0,1300
88920.0,2705
88921.0,2060
88922.0,2585
88923.0,2705
88924.0,2220
88925.0,1302
88926.0,2583
88927.0,2280
88928.0,2582
88929.0,10
88930.0,2522
88931.0,1920
88932.0,1560
88933.0,1300
88934.0,1300
88935.0,2585
88936.0,1280
88937.0,2522
88938.0,2583
88939.0,2522
88940.0,1300
88941.0,2522
88942.0,1160
88943.0,1302
88944.0,1140
88945.0,1300
88946.0,40
88947.0,1920
88948.0,2403
88949.0,40
88950.0,2583
88951.0,2585
88952.0,1300
88953.0,1140
88954.0,1302
88955.0,1280
88956.0,2462
88957.0,1140
88958.0,2585
88959.0,2583
88960.0,1140
88961.0,10
88962.0,2583
88963.0,1281
88964.0,1300
88965.0,2060
88966.0,10
88967.0,2583
88968.0,2583
88969.0,1300
88970.0,2060
88971.0,1300
88972.0,1300
88973.0,2060
88974.0,1320
88975.0,1160
88976.0,10
88977.0,1920
88978.0,1302
88979.0,2060
88980.0,1140
88981.0,2583
88982.0,2582
88983.0,1920
88984.0,1560
88985.0,2522
88986.0,2280
88987.0,1300
88988.0,1160
88989.0,1302
88990.0,2522
88991.0,2705
88992.0,2583
88993.0,1160
88994.0,2403
88995.0,2462
88996.0,1302
88997.0,10
88998.0,1560
88999.0,50
89000.0,1281
89001.0,2280
89002.0,2403
89003.0,10
89004.0,2585
89005.0,1300
89006.0,1300
89007.0,1920
89008.0,2583
89009.0,40
89010.0,1300
89011.0,10
89012.0,1160
89013.0,2583
89014.0,2280
89015.0,2280
89016.0,40
89017.0,2585
89018.0,1560
89019.0,1300
89020.0,1940
89021.0,2060
89022.0,1920
89023.0,10
89024.0,2585
89025.0,1281
89026.0,1300
89027.0,2705
89028.0,2582
89029.0,2280
89030.0,60
89031.0,1160
89032.0,2522
89033.0,1920
89034.0,1560
89035.0,1281
89036.0,40
89037.0,1300
89038.0,1920
89039.0,2583
89040.0,2462
89041.0,50
89042.0,2220
89043.0,2220
89044.0,60
89045.0,2522
89046.0,1920
89047.0,1302
89048.0,1920
89049.0,2280
89050.0,2462
89051.0,2522
89052.0,1300
89053.0,1160
89054.0,2583
89055.0,1300
89056.0,2583
89057.0,2280
89058.0,2060
89059.0,2522
89060.0,1300
89061.0,2583
89062.0,2583
89063.0,1180
89064.0,1300
89065.0,50
89066.0,1560
89067.0,1281
89068.0,1300
89069.0,2280
89070.0,2403
89071.0,1281
89072.0,1320
89073.0,1281
89074.0,10
89075.0,2583
89076.0,1160
89077.0,1300
89078.0,2585
89079.0,2220
89080.0,1300
89081.0,1300
89082.0,2585
89083.0,1302
89084.0,1302
89085.0,1160
89086.0,10
89087.0,1302
89088.0,2060
89089.0,2060
89090.0,2585
89091.0,2280
89092.0,1320
89093.0,2522
89094.0,2403
89095.0,2403
89096.0,1280
89097.0,2905
89098.0,2280
89099.0,1160
89100.0,2583
89101.0,2583
89102.0,40
89103.0,2280
89104.0,2522
89105.0,1140
89106.0,1320
89107.0,2060
89108.0,1280
89109.0,2705
89110.0,2583
89111.0,2280
89112.0,1560
89113.0,2060
89114.0,1560
89115.0,1920
89116.0,2280
89117.0,2522
89118.0,1302
89119.0,2462
89120.0,2585
89121.0,1560
89122.0,2585
89123.0,2585
89124.0,2403
89125.0,2280
89126.0,1940
89127.0,1920
89128.0,1920
89129.0,10
89130.0,2462
89131.0,2583
89132.0,1160
89133.0,1281
89134.0,1560
89135.0,40
89136.0,2583
89137.0,2280
89138.0,1920
89139.0,2280
89140.0,2905
89141.0,1280
89142.0,1180
89143.0,2583
89144.0,40
89145.0,2220
89146.0,1280
89147.0,2585
89148.0,2583
89149.0,1920
89150.0,2583
89151.0,1920
89152.0,1180
89153.0,10
89154.0,60
89155.0,1560
89156.0,40
89157.0,2280
89158.0,2583
89159.0,2220
89160.0,1300
89161.0,2583
89162.0,1920
89163.0,1300
89164.0,2522
89165.0,2403
89166.0,2403
89167.0,40
89168.0,2060
89169.0,1160
89170.0,1302
89171.0,1300
89172.0,1920
89173.0,1300
89174.0,2583
89175.0,10
89176.0,1300
89177.0,1300
89178.0,2522
89179.0,1160
89180.0,1560
89181.0,1281
89182.0,2585
89183.0,2403
89184.0,1160
89185.0,2585
89186.0,10
89187.0,2583
89188.0,40
89189.0,1920
89190.0,1160
89191.0,2522
89192.0,2583
89193.0,2522
89194.0,1940
89195.0,2582
89196.0,1280
89197.0,2060
89198.0,2280
89199.0,1920
89200.0,1320
89201.0,2060
89202.0,2585
89203.0,2280
89204.0,1560
89205.0,2060
89206.0,1280
89207.0,2582
89208.0,1300
89209.0,2060
89210.0,10
89211.0,1920
89212.0,2060
89213.0,2462
89214.0,2280
89215.0,2583
89216.0,2582
89217.0,1920
89218.0,1560
89219.0,1281
89220.0,2582
89221.0,10
89222.0,1281
89223.0,2280
89224.0,2585
89225.0,2060
89226.0,10
89227.0,1560
89228.0,2583
89229.0,2280
89230.0,1160
89231.0,2280
89232.0,1160
89233.0,2582
89234.0,2060
89235.0,2583
89236.0,2462
89237.0,2522
89238.0,2583
89239.0,2583
89240.0,2522
89241.0,2522
89242.0,2462
89243.0,2583
89244.0,1920
89245.0,40
89246.0,2280
89247.0,2705
89248.0,40
89249.0,2280
89250.0,2403
89251.0,10
89252.0,2060
89253.0,1920
89254.0,40
89255.0,2522
89256.0,1302
89257.0,1560
89258.0,1920
89259.0,1281
89260.0,2582
89261.0,1920
89262.0,50
89263.0,1280
89264.0,1300
89265.0,2403
89266.0,1160
89267.0,2583
89268.0,1300
89269.0,2280
89270.0,2705
89271.0,2905
89272.0,50
89273.0,1281
89274.0,2583
89275.0,1180
89276.0,2583
89277.0,2060
89278.0,2583
89279.0,10
89280.0,2403
89281.0,2522
89282.0,2462
89283.0,2280
89284.0,1160
89285.0,2585
89286.0,1280
89287.0,1160
89288.0,50
89289.0,2280
89290.0,2582
89291.0,1920
89292.0,1160
89293.0,1301
89294.0,2522
89295.0,2280
89296.0,2403
89297.0,1300
89298.0,2583
89299.0,2522
89300.0,2905
89301.0,1140
89302.0,2403
89303.0,1320
89304.0,2403
89305.0,10
89306.0,1300
89307.0,1560
89308.0,2462
89309.0,2403
89310.0,1320
89311.0,2280
89312.0,1280
89313.0,2905
89314.0,1920
89315.0,2060
89316.0,1920
89317.0,1140
89318.0,1280
89319.0,1160
89320.0,2583
89321.0,1560
89322.0,60
89323.0,1281
89324.0,2280
89325.0,1140
89326.0,2583
89327.0,1140
89328.0,1180
89329.0,50
89330.0,1280
89331.0,1320
89332.0,2403
89333.0,1300
89334.0,50
89335.0,2403
89336.0,2280
89337.0,2522
89338.0,1560
89339.0,1160
89340.0,2583
89341.0,10
89342.0,10
89343.0,2705
89344.0,2280
89345.0,1300
89346.0,2280
89347.0,1140
89348.0,1920
89349.0,2280
89350.0,40
89351.0,1302
89352.0,1920
89353.0,2280
89354.0,1281
89355.0,2060
89356.0,2220
89357.0,1920
89358.0,1940
89359.0,2060
89360.0,1160
89361.0,2583
89362.0,1300
89363.0,40
89364.0,2582
89365.0,2583
89366.0,2705
89367.0,1180
89368.0,2582
89369.0,2583
89370.0,1320
89371.0,1301
89372.0,1140
89373.0,1302
89374.0,10
89375.0,10
89376.0,1301
89377.0,2705
89378.0,2583
89379.0,2585
89380.0,2462
89381.0,50
89382.0,2582
89383.0,40
89384.0,1560
89385.0,1920
89386.0,10
89387.0,2585
89388.0,1560
89389.0,2705
89390.0,10
89391.0,1920
89392.0,2060
89393.0,1920
89394.0,1160
89395.0,40
89396.0,50
89397.0,10
89398.0,2583
89399.0,1920
89400.0,1280
89401.0,1320
89402.0,2582
89403.0,2585
89404.0,1560
89405.0,2060
89406.0,2522
89407.0,2060
89408.0,1140
89409.0,1320
89410.0,1300
89411.0,2403
89412.0,1560
89413.0,2280
89414.0,10
89415.0,2522
89416.0,40
89417.0,2060
89418.0,10
89419.0,1302
89420.0,2583
89421.0,1140
89422.0,2585
89423.0,1920
89424.0,1140
89425.0,2403
89426.0,2522
89427.0,1300
89428.0,1281
89429.0,2583
89430.0,2585
89431.0,1280
89432.0,2522
89433.0,60
89434.0,1160
89435.0,2583
89436.0,10
89437.0,2905
89438.0,2705
89439.0,2585
89440.0,2583
89441.0,2280
89442.0,40
89443.0,2522
89444.0,1160
89445.0,40
89446.0,1160
89447.0,1920
89448.0,2522
89449.0,40
89450.0,2280
89451.0,1320
89452.0,2583
89453.0,10
89454.0,40
89455.0,10
89456.0,2583
89457.0,1280
89458.0,1920
89459.0,40
89460.0,1280
89461.0,1280
89462.0,50
89463.0,2583
89464.0,1560
89465.0,40
89466.0,2060
89467.0,1300
89468.0,1160
89469.0,2060
89470.0,1160
89471.0,2220
89472.0,2280
89473.0,1180
89474.0,60
89475.0,2583
89476.0,50
89477.0,10
89478.0,1140
89479.0,2583
89480.0,1180
89481.0,1300
89482.0,2060
89483.0,10
89484.0,1302
89485.0,2220
89486.0,2280
89487.0,1920
89488.0,2280
89489.0,10
89490.0,1280
89491.0,2522
89492.0,1920
89493.0,2060
89494.0,40
89495.0,1280
89496.0,2583
89497.0,2705
89498.0,2403
89499.0,2403
89500.0,10
89501.0,1140
89502.0,1300
89503.0,1140
89504.0,2522
89505.0,2583
89506.0,2905
89507.0,1280
89508.0,1920
89509.0,1302
89510.0,2522
89511.0,1302
89512.0,1280
89513.0,1560
89514.0,2582
89515.0,2583
89516.0,1301
89517.0,2462
89518.0,2705
89519.0,2403
89520.0,2583
89521.0,1280
89522.0,2280
89523.0,50
89524.0,1320
89525.0,10
89526.0,2280
89527.0,1160
89528.0,40
89529.0,1320
89530.0,2582
89531.0,2280
89532.0,2462
89533.0,2583
89534.0,1140
89535.0,1160
89536.0,2060
89537.0,2060
89538.0,1300
89539.0,10
89540.0,1320
89541.0,2583
89542.0,2060
89543.0,1560
89544.0,1280
89545.0,1940
89546.0,2583
89547.0,2280
89548.0,1160
89549.0,1280
89550.0,1320
89551.0,1160
89552.0,2583
89553.0,1302
89554.0,1180
89555.0,1300
89556.0,2280
89557.0,2582
89558.0,1160
89559.0,1920
89560.0,2705
89561.0,1560
89562.0,1140
89563.0,2403
89564.0,1560
89565.0,1302
89566.0,1301
89567.0,2280
89568.0,1300
89569.0,2220
89570.0,1300
89571.0,1320
89572.0,2705
89573.0,1560
89574.0,2403
89575.0,1280
89576.0,50
89577.0,1160
89578.0,1560
89579.0,2403
89580.0,2583
89581.0,1280
89582.0,2280
89583.0,2582
89584.0,10
89585.0,2583
89586.0,2060
89587.0,2705
89588.0,2462
89589.0,1302
89590.0,1280
89591.0,2585
89592.0,2583
89593.0,1160
89594.0,2583
89595.0,1560
89596.0,2705
89597.0,1940
89598.0,60
89599.0,2585
89600.0,1560
89601.0,2522
89602.0,1160
89603.0,2705
89604.0,1280
89605.0,1560
89606.0,2583
89607.0,2583
89608.0,1140
89609.0,50
89610.0,2280
89611.0,1320
89612.0,1320
89613.0,2582
89614.0,1281
89615.0,2585
89616.0,10
89617.0,1560
89618.0,2280
89619.0,2582
89620.0,1300
89621.0,2585
89622.0,1320
89623.0,2582
89624.0,1280
89625.0,1280
89626.0,2220
89627.0,2583
89628.0,2583
89629.0,2705
89630.0,2220
89631.0,1140
89632.0,10
89633.0,2585
89634.0,1560
89635.0,2585
89636.0,2905
89637.0,1280
89638.0,1301
89639.0,2583
89640.0,2583
89641.0,1920
89642.0,2905
89643.0,1320
89644.0,2522
89645.0,1281
89646.0,1160
89647.0,2280
89648.0,1920
89649.0,1160
89650.0,2060
89651.0,1281
89652.0,2705
89653.0,1300
89654.0,2280
89655.0,1560
89656.0,2583
89657.0,2583
89658.0,40
89659.0,2705
89660.0,1300
89661.0,10
89662.0,1920
89663.0,1920
89664.0,2582
89665.0,1281
89666.0,2280
89667.0,50
89668.0,1160
89669.0,1281
89670.0,2583
89671.0,1920
89672.0,1920
89673.0,2583
89674.0,1160
89675.0,10
89676.0,1920
89677.0,2705
89678.0,50
89679.0,2522
89680.0,1140
89681.0,2522
89682.0,2583
89683.0,1320
89684.0,1920
89685.0,1280
89686.0,2582
89687.0,1320
89688.0,1280
89689.0,10
89690.0,1140
89691.0,2060
89692.0,2522
89693.0,2705
89694.0,1300
89695.0,1160
89696.0,1320
89697.0,2060
89698.0,2583
89699.0,2585
89700.0,1560
89701.0,2583
89702.0,1160
89703.0,50
89704.0,1300
89705.0,1320
89706.0,2403
89707.0,2280
89708.0,10
89709.0,2582
89710.0,1140
89711.0,2583
89712.0,10
89713.0,1302
89714.0,1300
89715.0,2522
89716.0,2220
89717.0,1160
89718.0,2060
89719.0,2280
89720.0,60
89721.0,2060
89722.0,1140
89723.0,2220
89724.0,2583
89725.0,1300
89726.0,1560
89727.0,50
89728.0,1300
89729.0,2403
89730.0,2060
89731.0,1280
89732.0,1140
89733.0,10
89734.0,2905
89735.0,1300
89736.0,2583
89737.0,1302
89738.0,1300
89739.0,1320
89740.0,1160
89741.0,2583
89742.0,2522
89743.0,2583
89744.0,2462
89745.0,1320
89746.0,10
89747.0,2403
89748.0,2060
89749.0,1300
89750.0,2583
89751.0,2462
89752.0,2582
89753.0,2705
89754.0,1300
89755.0,2583
89756.0,2583
89757.0,1560
89758.0,1320
89759.0,1160
89760.0,1302
89761.0,2060
89762.0,2905
89763.0,2705
89764.0,2582
89765.0,1280
89766.0,2462
89767.0,1300
89768.0,60
89769.0,2060
89770.0,2220
89771.0,1160
89772.0,2403
89773.0,1560
89774.0,1300
89775.0,2280
89776.0,2583
89777.0,1140
89778.0,10
89779.0,10
89780.0,1280
89781.0,2280
89782.0,2280
89783.0,2583
89784.0,1300
89785.0,2585
89786.0,2705
89787.0,2462
89788.0,1160
89789.0,10
89790.0,1140
89791.0,2060
89792.0,50
89793.0,1300
89794.0,1300
89795.0,1300
89796.0,2705
89797.0,2280
89798.0,2585
89799.0,2585
89800.0,1301
89801.0,2280
89802.0,1302
89803.0,1140
89804.0,40
89805.0,2403
89806.0,1920
89807.0,2462
89808.0,1160
89809.0,1280
89810.0,1560
89811.0,2585
89812.0,1180
89813.0,2403
89814.0,2403
89815.0,1302
89816.0,2280
89817.0,1180
89818.0,2583
89819.0,40
89820.0,40
89821.0,60
89822.0,2522
89823.0,1140
89824.0,2705
89825.0,2585
89826.0,10
89827.0,1281
89828.0,1320
89829.0,2060
89830.0,1920
89831.0,40
89832.0,1160
89833.0,2583
89834.0,2583
89835.0,2583
89836.0,2522
89837.0,1920
89838.0,1560
89839.0,1300
89840.0,2583
89841.0,50
89842.0,2705
89843.0,2280
89844.0,2280
89845.0,2583
89846.0,1160
89847.0,1920
89848.0,1320
89849.0,2705
89850.0,1560
89851.0,50
89852.0,1160
89853.0,1320
89854.0,1560
89855.0,1160
89856.0,2403
89857.0,2280
89858.0,2403
89859.0,10
89860.0,2280
89861.0,2583
89862.0,1300
89863.0,1301
89864.0,2583
89865.0,40
89866.0,1140
89867.0,2583
89868.0,2280
89869.0,1300
89870.0,1280
89871.0,2280
89872.0,1302
89873.0,2705
89874.0,2522
89875.0,1140
89876.0,2522
89877.0,2583
89878.0,2403
89879.0,2585
89880.0,2403
89881.0,1280
89882.0,2583
89883.0,40
89884.0,2582
89885.0,1140
89886.0,1302
89887.0,2583
89888.0,2280
89889.0,2583
89890.0,1920
89891.0,1302
89892.0,2583
89893.0,1560
89894.0,1920
89895.0,2583
89896.0,2583
89897.0,1300
89898.0,2583
89899.0,1560
89900.0,1281
89901.0,1320
89902.0,50
89903.0,2585
89904.0,2280
89905.0,2705
89906.0,2585
89907.0,2403
89908.0,1300
89909.0,1300
89910.0,2705
89911.0,1920
89912.0,1140
89913.0,2462
89914.0,2583
89915.0,1560
89916.0,1560
89917.0,2583
89918.0,1302
89919.0,1302
89920.0,1160
89921.0,2705
89922.0,1281
89923.0,2060
89924.0,1140
89925.0,2280
89926.0,2060
89927.0,1560
89928.0,1300
89929.0,1920
89930.0,2583
89931.0,10
89932.0,2060
89933.0,1302
89934.0,1302
89935.0,1300
89936.0,10
89937.0,1560
89938.0,2462
89939.0,2220
89940.0,2060
89941.0,1560
89942.0,2403
89943.0,2583
89944.0,1300
89945.0,10
89946.0,2462
89947.0,10
89948.0,2583
89949.0,1300
89950.0,2705
89951.0,1300
89952.0,1140
89953.0,2060
89954.0,2403
89955.0,2705
89956.0,1940
89957.0,2462
89958.0,1920
89959.0,2280
89960.0,1300
89961.0,2905
89962.0,2280
89963.0,2585
89964.0,1920
89965.0,2582
89966.0,1301
89967.0,1920
89968.0,2060
89969.0,10
89970.0,2705
89971.0,1920
89972.0,1320
89973.0,2585
89974.0,1560
89975.0,1920
89976.0,1140
89977.0,1280
89978.0,60
89979.0,2403
89980.0,2585
89981.0,1160
89982.0,2522
89983.0,1302
89984.0,1320
89985.0,60
89986.0,2583
89987.0,1160
89988.0,10
89989.0,2583
89990.0,1300
89991.0,1300
89992.0,2403
89993.0,2060
89994.0,1320
89995.0,2403
89996.0,2582
89997.0,2462
89998.0,2583
89999.0,1160
90000.0,2403
90001.0,1920
90002.0,2705
90003.0,10
90004.0,1300
90005.0,1320
90006.0,2583
90007.0,2462
90008.0,2403
90009.0,1280
90010.0,1560
90011.0,1560
90012.0,1302
90013.0,60
90014.0,2585
90015.0,2905
90016.0,1302
90017.0,2583
90018.0,2280
90019.0,10
90020.0,2403
90021.0,1300
90022.0,1920
90023.0,2522
90024.0,2060
90025.0,2583
90026.0,2060
90027.0,2583
90028.0,1560
90029.0,1302
90030.0,1302
90031.0,1300
90032.0,2585
90033.0,1280
90034.0,2582
90035.0,2583
90036.0,2280
90037.0,1320
90038.0,10
90039.0,1300
90040.0,2462
90041.0,2522
90042.0,2585
90043.0,2060
90044.0,1920
90045.0,2280
90046.0,10
90047.0,50
90048.0,1302
90049.0,1920
90050.0,1300
90051.0,2705
90052.0,1302
90053.0,1280
90054.0,2582
90055.0,2583
90056.0,1560
90057.0,1281
90058.0,1160
90059.0,2462
90060.0,2582
90061.0,1140
90062.0,2582
90063.0,1180
90064.0,1280
90065.0,2280
90066.0,2280
90067.0,1920
90068.0,2582
90069.0,1300
90070.0,1281
90071.0,1320
90072.0,10
90073.0,2583
90074.0,1160
90075.0,1320
90076.0,2280
90077.0,1302
90078.0,2582
90079.0,2583
90080.0,2403
90081.0,1140
90082.0,1560
90083.0,1560
90084.0,1140
90085.0,1560
90086.0,2583
90087.0,2583
90088.0,1302
90089.0,2583
90090.0,2705
90091.0,2280
90092.0,1320
90093.0,2403
90094.0,2583
90095.0,2583
90096.0,10
90097.0,1302
90098.0,2280
90099.0,1280
90100.0,2583
90101.0,2705
90102.0,2280
90103.0,2403
90104.0,2280
90105.0,10
90106.0,1302
90107.0,1281
90108.0,1280
90109.0,2403
90110.0,2583
90111.0,1280
90112.0,1160
90113.0,2583
90114.0,1320
90115.0,1302
90116.0,2705
90117.0,1320
90118.0,2522
90119.0,1300
90120.0,2583
90121.0,2583
90122.0,1300
90123.0,1280
90124.0,1140
90125.0,2403
90126.0,2060
90127.0,2280
90128.0,1320
90129.0,10
90130.0,1302
90131.0,60
90132.0,1300
90133.0,2583
90134.0,2583
90135.0,1320
90136.0,1302
90137.0,2060
90138.0,2060
90139.0,2583
90140.0,2583
90141.0,2522
90142.0,10
90143.0,10
90144.0,2583
90145.0,1300
90146.0,2583
90147.0,2403
90148.0,1302
90149.0,2522
90150.0,1160
90151.0,2583
90152.0,2522
90153.0,1160
90154.0,2220
90155.0,1920
90156.0,2280
90157.0,2585
90158.0,2462
90159.0,10
90160.0,1160
90161.0,2583
90162.0,1320
90163.0,10
90164.0,2705
90165.0,1302
90166.0,10
90167.0,2403
90168.0,2583
90169.0,2583
90170.0,2060
90171.0,1300
90172.0,1560
90173.0,1560
90174.0,2583
90175.0,2280
90176.0,1300
90177.0,1160
90178.0,1920
90179.0,2705
90180.0,2280
90181.0,1160
90182.0,1302
90183.0,1281
90184.0,1300
90185.0,2583
90186.0,2403
90187.0,40
90188.0,1301
90189.0,1920
90190.0,1320
90191.0,2060
90192.0,1302
90193.0,1302
90194.0,1920
90195.0,2280
90196.0,1280
90197.0,2462
90198.0,2220
90199.0,1300
90200.0,2585
90201.0,2583
90202.0,1300
90203.0,1140
90204.0,1320
90205.0,1560
90206.0,1140
90207.0,1281
90208.0,1160
90209.0,2522
90210.0,1300
90211.0,2522
90212.0,40
90213.0,2905
90214.0,2220
90215.0,1940
90216.0,1300
90217.0,2403
90218.0,2280
90219.0,2280
90220.0,1280
90221.0,1300
90222.0,2522
90223.0,1160
90224.0,2583
90225.0,1560
90226.0,10
90227.0,1320
90228.0,2583
90229.0,1280
90230.0,1300
90231.0,1560
